filename,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,rmse,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
international,1323.7743850181473,1037.5351777762662,2785.15625,0.34033203125,0.048029996,-155.16013,33.604115,-8.879229,-35.71137,-37.44304,5.613702,-5.0061245,-27.416328,-11.980397,-8.09079,-36.360588,4.411247,-17.431904,-5.9986286,-1.9466251,-12.237122,-5.790374,-2.0488827,-2.2652845,-5.9083743
international,2122.0312787866505,1302.073803721636,3531.25,0.44775390625,0.040409736,-156.73349,3.4459372,23.668442,-56.41504,-24.106915,0.008150816,-3.829876,-22.99501,-15.347288,-10.563009,-31.685926,-2.7591088,-16.59809,-6.2092876,-5.540948,-8.207165,-9.897926,2.0406804,-7.4275,-2.1838698
international,2639.6782255668318,1156.3164436964294,3550.78125,0.44287109375,0.032524798,-193.5643,-12.148439,61.39773,-62.754562,-33.659546,-8.5484495,-16.936413,-20.247944,-12.492718,2.9797997,-22.472895,-5.524748,-21.473328,-6.8337812,-4.670979,-6.891555,-4.9379416,-0.37442207,-13.058304,2.6486928
international,1883.661581471408,1333.7110717511985,3472.65625,0.41064453125,0.028600426,-185.41759,24.74086,59.567142,-46.949524,-54.500355,-18.424313,-8.983415,-24.497944,-15.161293,5.548954,-24.47874,-2.18545,-24.352564,-11.023029,-1.1554592,-7.2376175,-6.577447,-4.239625,-9.822111,0.3664822
international,1091.150540127718,938.8825646981113,2160.15625,0.2333984375,0.022571415,-205.19456,64.83494,-1.2474613,-15.31185,-58.00943,-13.111675,-9.118811,-21.472992,-7.7715235,-5.056163,-19.570526,-1.11104,-21.512789,-10.5870495,4.018736,-9.721405,-9.241606,-0.74007046,-3.4230783,-2.0805912
international,805.8874875367534,660.3167506978259,1226.5625,0.11474609375,0.017302379,-244.8334,114.507614,-35.80655,-20.81313,-35.204834,3.421535,-8.715635,-22.666895,-8.627981,-5.8715034,-22.038902,-4.4153337,-28.563478,-5.062641,-1.203679,-8.461872,-10.192706,1.6758726,-2.212256,1.0817431
international,615.4059610849539,493.03832683976225,976.5625,0.1064453125,0.014406165,-328.22977,171.1801,-33.233513,-42.09211,-10.616208,-7.928592,3.079584,-36.65946,-6.882159,-11.7189865,-18.041323,-17.488176,-25.01855,-4.834593,-10.499313,-7.8820143,-7.081356,-5.2731786,0.22150928,-0.8464106
international,587.8250073258084,600.7264454054367,886.71875,0.08349609375,0.0106985625,-436.32126,159.53024,-3.5972164,-41.877075,-10.846204,0.063195825,3.9755821,-25.981525,-9.746844,-24.544685,-10.830248,-19.967411,-15.192187,-15.645493,-2.691177,-17.24366,3.5341713,-15.534784,2.6795406,-10.835298
book,795.9857077355371,859.7418411719015,1722.65625,0.03271484375,0.0029430487,-473.21808,93.240265,-3.330729,29.051125,7.9367423,1.1395209,4.2702494,5.7924213,3.483428,-2.1859744,-6.758613,6.3662643,5.5841665,3.8330343,6.2678394,12.473039,6.4888515,6.26169,8.3387575,-0.3700022
book,776.0595348468336,846.8986763009684,1636.71875,0.048828125,0.0031401364,-419.8609,99.872925,-6.1017265,29.144901,8.975063,9.835623,0.77479357,5.050644,-1.1897311,0.58822834,-1.0052726,5.58628,-0.9328927,5.487202,4.1338058,14.928034,8.050477,7.2228794,4.542403,2.209758
book,732.2749082955636,839.4057753572132,1589.84375,0.0556640625,0.003899704,-403.65594,101.72702,-4.9281764,30.465477,8.54443,14.976299,-0.17063057,5.4868674,-0.84583914,5.512905,3.9361694,2.8389478,-3.5347352,7.602255,5.2267423,11.03178,6.6829224,10.755671,4.7169447,2.423048
