filename,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,rmse,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
circle,1473.6762886027605,1265.7025026065696,3367.1875,0.4130859375,0.003838976,-317.3864,54.534645,22.152958,-48.565548,-9.156754,-3.8799443,-15.4083,-17.22296,7.910078,-3.6721864,-18.45962,-13.560638,0.06914231,4.1709194,-0.9770564,-10.912262,-15.2651205,-6.920083,-5.4441996,-15.31609
circle,1873.226925765822,1386.0737940716717,3644.53125,0.34765625,0.0033504628,-363.0894,33.34906,46.89278,-35.27157,-23.870546,-21.418537,11.218819,5.9082065,-2.6913512,-28.627085,-4.899072,6.483465,-15.227697,-5.7418795,0.88785565,-7.060356,-11.192471,-8.866596,-8.197621,-8.2890625
circle,2315.8120728072795,1290.8347470223716,3707.03125,0.25634765625,0.00273852,-429.3917,-2.372246,20.35958,-43.86984,-19.031395,-18.032478,9.21927,1.229658,5.8257256,-22.559046,1.6537981,13.046179,-18.309,-14.564104,-3.8261323,-4.9550896,-2.0618505,0.28043568,-1.362757,2.2844396
international,855.0457589508087,1010.1873609489227,2210.9375,0.09375,0.029513184,-277.97498,55.27526,21.198393,6.7147155,-7.132145,-9.753779,-30.994656,-26.77878,-10.379462,-35.945724,-31.916935,-11.509813,-15.318966,1.6161869,-14.920532,6.6143146,3.4620354,-5.879178,25.866127,11.421995
international,1318.6781714618796,1185.184363991688,2945.3125,0.1142578125,0.044163026,-207.21388,24.866379,12.55496,-4.4369793,-16.645134,-0.65160596,-26.465431,-17.561115,-13.845701,-32.315346,-32.22058,-9.657901,-11.074631,-6.1262875,-10.684879,-0.49992776,7.935371,0.50822985,23.966358,8.424902
international,1413.0716270409991,1111.1146738246537,2679.6875,0.12939453125,0.05981128,-173.2208,10.376349,3.6799295,-1.969696,-35.08513,8.333878,-19.981857,-17.79144,-14.746847,-30.235008,-26.190266,-10.299707,-6.7763386,-7.227939,-12.370056,-7.756797,3.0821064,19.209047,37.118656,17.507084
international,1185.6553519791505,1016.1199032996099,2367.1875,0.1171875,0.07445854,-158.26169,22.425089,-11.0988655,2.5559506,-38.27923,11.306919,-21.565327,-25.74443,-18.448933,-31.427876,-24.421963,-4.5015707,-14.355936,-6.6435328,-18.347649,-9.046406,-16.191463,8.738873,31.191055,40.20099
international,1077.708498648306,900.0476993417677,2125.0,0.0859375,0.08325069,-134.10207,32.67359,-34.253403,1.1473788,-26.85207,0.59890854,-19.330032,-28.17656,-28.133068,-23.874107,-25.878048,-5.897434,-15.305759,-4.5335817,-13.71316,-3.4429846,-16.569908,-14.652828,3.5018253,22.070185
international,1170.5849614505528,861.6696450614648,2085.9375,0.14111328125,0.078122966,-115.97839,25.658724,-45.99817,3.8158839,-15.432915,3.0035892,-9.415483,-25.93781,-27.015327,-13.580326,-21.008389,-8.151752,-16.347855,-4.1346188,-14.318513,-0.7435091,-11.631474,-20.122665,-4.3728466,3.5375645
international,1400.8587031536663,1079.890742950653,2875.0,0.3203125,0.06544153,-133.93344,9.928844,-29.508808,-12.851791,1.7261398,-10.768188,0.67566186,-28.673004,-24.4894,-18.00211,-17.20469,-12.838375,-11.176456,-9.325142,-14.089426,-1.5542555,-7.480848,-18.649761,-6.857198,-4.1401653
international,2158.2231808531346,1373.314454548565,3687.5,0.42529296875,0.04592535,-188.63562,-19.00344,8.522373,-36.169685,5.6936383,-18.54491,-1.3095225,-30.87074,-33.401985,-18.67495,-21.842613,-15.679194,-8.913511,-14.6192,-10.059168,-0.747708,-8.6866665,-13.923269,-8.929414,-1.4283984
international,2451.739354291803,1353.5695843786596,3734.375,0.4150390625,0.035619307,-238.02869,-22.134035,60.458855,-27.233498,-12.165612,-23.24787,-11.746368,-31.323626,-36.56288,-22.127098,-20.21364,-10.694257,1.5079352,-4.2553606,-5.546955,-6.841504,-13.187002,-11.756083,-9.667078,-6.7117233
international,1273.5873961298694,1285.5278224639123,3148.4375,0.37353515625,0.0403773,-218.31654,25.734158,31.331432,-12.775721,-6.792863,-31.910568,-20.44788,-26.327911,-39.17576,-33.313858,-17.797523,-7.6859345,-2.112266,-3.8471298,-7.086345,-5.7934985,-12.585648,-23.355202,-8.23805,-3.952967
international,906.027420720731,920.8833284352406,1570.3125,0.20849609375,0.04813437,-214.51183,61.63167,-19.514175,-6.540533,15.73608,-27.068916,-15.09511,-34.38315,-25.403656,-32.548904,-12.22562,0.8496755,-5.858329,2.5106783,-13.873955,3.1080227,-24.016636,-17.35877,-15.205168,1.4376018
international,976.3957335171395,876.2862277265781,1457.03125,0.11181640625,0.052356336,-229.8488,80.46491,-48.46749,-8.979582,30.954163,-17.693542,1.7951937,-43.006775,1.2927438,-40.38955,-3.1324842,1.4751277,-2.1714017,9.628885,-17.125025,14.304189,-25.152939,-7.4329205,-22.565994,0.8451332
international,875.9216810112499,751.899340772507,1328.125,0.119140625,0.045876153,-246.21245,97.71954,-64.623215,-6.3166447,24.249037,-7.4040327,2.816716,-51.936554,9.686064,-41.305557,2.6543853,-4.425193,4.6094217,11.626167,-21.912674,11.426428,-23.100424,-3.0474353,-25.538797,5.833675
international,825.8456605138028,711.8052588790829,1242.1875,0.10986328125,0.03714008,-266.96216,98.944016,-57.881115,-5.7518587,18.406511,3.893131,-5.6492634,-52.196457,-0.6390478,-35.06597,-0.5128954,-11.984512,8.757811,9.041403,-22.23779,6.242476,-20.604923,-1.1536798,-17.730581,5.557674
international,867.911270546592,778.2780462537635,1496.09375,0.103515625,0.023791857,-346.80692,91.51628,-44.21575,-3.4244952,9.082164,10.353965,-4.684969,-51.3349,-11.9433775,-28.73163,-3.501565,-15.539257,7.8284044,9.104743,-15.486008,5.390621,-14.707345,-5.4479856,-11.525873,0.43543822
international,775.6704998370241,698.4486176514075,1214.84375,0.0888671875,0.005385454,-480.73376,96.05626,-28.47105,-10.986214,1.936924,3.8787484,-12.319176,-44.447342,-26.592838,-11.908122,-5.1842895,-1.8129349,6.999153,3.7691174,-10.382817,-5.48545,-8.048522,-12.208154,-5.270586,-5.851945
international,671.7718299033199,662.070536332735,1128.90625,0.05712890625,0.002271394,-557.83704,78.22265,5.7008867,-17.895514,-12.184831,-16.67974,-28.530869,-33.262848,-26.22228,-14.422827,-7.5739794,-1.9468766,5.767785,5.372921,-4.340255,-9.751761,-7.654476,-6.493926,-5.772067,-1.0988314
swing,2002.5154322516948,1297.304806811038,3535.15625,0.2119140625,0.002577696,-493.86307,9.455007,20.799496,1.2680198,13.823732,-6.448385,10.611286,-1.3170706,4.097863,22.821829,-0.49321136,6.003946,-0.91351223,6.960717,1.431133,7.1291695,-0.12496804,-6.1294565,-0.26153913,-6.466408
swing,2340.7466137907986,1221.8031886934364,3687.5,0.3505859375,0.0026743396,-383.96588,-16.261387,-1.9880152,-11.249714,12.180299,-12.887917,5.197568,-5.7205095,16.616415,13.955861,8.780706,6.448516,7.621675,9.696995,2.366837,4.858266,-3.4160547,-7.3725986,1.4183412,-2.3377059
swing,2303.989323953008,1153.7623110467896,3679.6875,0.49609375,0.004681065,-325.20898,-30.056656,-14.83199,-9.98835,3.5174794,-16.475334,-1.0683925,-9.047348,13.720752,10.095447,7.855413,3.8389277,13.611563,13.557338,3.4623826,2.0584502,-4.602264,-3.988634,-0.52200913,-6.023515
swing,1544.907594438641,1286.1616353582397,3343.75,0.4580078125,0.049273618,-243.66354,13.701197,11.660686,9.53583,5.1504693,-34.19348,-21.893528,-23.669025,-18.782454,-11.294182,-10.82216,-10.967189,-9.69602,-1.1398737,-5.9990215,0.6071062,-4.7558613,1.9501638,4.4763083,4.4704585
swing,923.4406014641897,1039.3113577986517,1960.9375,0.32470703125,0.09610273,-185.50569,59.785637,0.7295093,-14.117304,5.3433566,-35.160988,-26.79697,-24.830326,-26.120272,-15.559263,-5.814501,-9.211061,-14.246998,-2.676607,-5.9299555,3.889511,-2.3371978,-2.2246823,-3.5824378,-0.6106982
swing,706.5358470495847,681.4144235323071,1082.03125,0.21728515625,0.13608843,-140.27132,89.85987,-34.038826,-39.50746,-13.781691,-16.808516,-31.120895,-25.678467,-31.753304,0.5112084,-11.064726,-7.484515,-11.105764,-6.3154097,-7.5822964,-0.37448993,-6.5207834,-21.48344,-7.172562,3.9509573
swing,927.7042890823388,917.9490548724066,1957.03125,0.0947265625,0.14843771,-90.90187,50.470474,-16.72033,-39.232986,-25.884163,-8.722748,-40.89949,-20.776054,-35.935104,5.923932,-13.651886,-8.858553,-11.474615,-9.285925,-12.303503,-5.1873274,-14.583201,-26.540075,-9.398597,9.663502
swing,868.7915246572732,991.6759486129308,2414.0625,0.09130859375,0.14197245,-116.82297,63.32276,35.68447,-27.276203,-30.78024,-13.066157,-51.935287,-26.664494,-53.0502,-5.581316,-18.156965,-3.7811034,-6.9293804,-7.314618,-16.695063,-11.248861,-21.632446,-28.934895,-13.467302,4.1987753
swing,592.9029234330199,792.2550081396585,593.75,0.080078125,0.11583149,-217.35426,104.19229,60.624657,-28.912663,-20.50337,-19.046562,-54.298058,-21.834408,-59.11287,-3.3663108,-23.790756,-0.10881275,-0.15160495,-11.776849,-20.701508,-7.2911386,-22.859093,-24.109945,-7.7034245,-4.7281876
swing,535.2582369407877,731.6568986145033,558.59375,0.095703125,0.064352,-322.70798,93.32419,42.203094,6.95196,-10.269169,-5.060966,-32.258213,-27.627909,-41.19748,-2.9379935,-11.936222,4.674833,4.2118926,-3.4342058,-21.579233,2.433107,-20.989433,-16.125805,-9.09277,-14.132156
swing,1107.655869062633,1179.1773469333693,2832.03125,0.13232421875,0.024781432,-327.051,45.699745,41.284595,5.579235,-10.30278,19.815353,-17.207811,-23.896568,-29.12645,-6.813175,-14.868641,2.2094529,0.83896977,4.837467,-9.743045,-10.779192,-18.702675,-15.77352,-10.14834,-8.249419
swing,1490.879489550167,1211.7986029862711,3093.75,0.16015625,0.009266204,-338.6456,31.894848,24.55346,2.5109158,-9.269801,14.013586,-4.701951,-28.235765,-24.5662,4.4877625,-19.570812,5.940097,5.941305,7.7756376,-9.364269,-7.777713,-21.073687,-12.286623,-11.742943,-7.2043777
swing,1430.688704270068,1169.857540083301,3171.875,0.1806640625,0.0037628664,-401.61575,49.509834,8.638277,0.73765606,3.4928262,-11.230074,9.703235,-26.585274,-20.96875,12.254124,-17.453606,9.717552,15.378548,12.032005,-10.536907,1.3962998,-17.404606,-5.1571474,-8.553331,-2.920529
swing,1069.516904882887,1063.5500586442033,2195.3125,0.13916015625,0.0013800903,-489.74774,75.0015,7.0825377,4.6222715,10.960707,-13.2551155,6.322719,-11.673868,-12.240538,2.228098,3.9638014,9.04399,22.307175,11.696351,-6.695034,1.8332529,-7.9826193,-2.4976492,-3.6137598,0.7579529
swing,876.8216741347387,946.3832977717931,1804.6875,0.080078125,0.00076870143,-542.20526,65.21402,26.000816,8.900993,3.5955374,-2.0625286,-6.5171537,-10.53993,-8.857037,0.3037822,8.064722,13.236778,15.6337185,10.347105,3.912642,1.75909,-0.72367203,-0.07563168,3.836365,0.9295571
agreement,1165.6904824269695,955.4742245074347,2433.59375,0.0458984375,0.09244601,-86.80799,51.991318,-11.851441,8.5262165,-58.177757,-29.62416,-23.641808,-14.700607,-4.2231274,0.6751076,3.2209735,-30.40591,2.5514412,-17.620274,-2.5754087,5.8040657,-20.649729,-3.925727,-10.259657,5.005259
agreement,1110.5125554510594,947.1319170568166,2363.28125,0.0673828125,0.08518733,-67.61704,54.758358,-10.095013,10.73253,-58.903725,-31.836592,-26.167595,-18.274414,-5.50247,-2.3415554,1.9695809,-31.728474,2.1327295,-17.339294,-2.687694,6.588116,-20.386005,-5.200834,-13.119944,-0.79981947
agreement,996.4828813766325,895.3203367338261,2007.8125,0.09423828125,0.12443025,-120.174965,61.71631,-23.540081,18.345621,-38.174316,-35.89067,-39.38761,-15.697096,-2.4854555,-8.675335,-4.3840904,-29.054882,1.5601605,-15.05385,-2.8816714,4.2823577,-19.009222,-4.818835,-15.877131,-9.374091
agreement,825.9172212080381,751.3448776128668,1714.84375,0.09375,0.1555506,-143.78693,54.9814,-39.991905,41.27781,-22.950819,-37.320618,-48.732834,-21.384312,-11.295696,-6.6333776,-9.119468,-10.311075,-10.948166,-12.4898405,-4.875252,-8.849297,-19.90105,-7.456344,-19.73372,-5.723051
agreement,1109.4073035018753,988.5481269432902,2406.25,0.09716796875,0.16534342,-117.9524,4.2802143,-3.0729394,25.023182,-54.540497,-34.133724,-50.32925,-22.811613,-8.441332,-19.648445,4.158411,-14.881083,-8.173831,-15.542824,-10.998753,-5.1513042,-14.378955,-0.9866426,-18.370325,-4.698266
agreement,1054.3968054872037,1008.2919782796024,2441.40625,0.1064453125,0.17406547,-94.37925,30.944077,13.588959,1.8019058,-73.609024,-29.437899,-49.889744,-22.18739,-14.808905,-29.593513,0.2924619,-21.13512,-5.9629984,-16.60947,-13.120802,-4.713071,-9.003647,4.5401106,-11.21352,-3.9538705
agreement,935.000166449126,882.1924782708935,2015.625,0.103515625,0.14493869,-76.92788,59.300396,-10.178964,1.9102973,-73.26355,-35.55957,-39.682953,-18.368717,-25.036432,-13.761347,-10.868017,-20.780941,-2.9158428,-29.014648,-5.9976616,-2.7253182,-11.653263,1.904988,-7.3193164,-5.2882137
agreement,1003.0874606886914,866.1670046869386,1972.65625,0.09521484375,0.100377165,-86.5658,65.14627,-12.924477,14.741318,-59.872322,-27.323956,-28.443623,-11.498072,-23.549118,0.7482836,-23.034046,-16.742231,-9.539927,-30.130507,0.40889657,-4.641651,-8.769718,0.029196247,-8.460986,-9.413436
agreement,867.3817675262114,811.5087419808017,1917.96875,0.16064453125,0.07018089,-165.16846,91.083755,-2.7253973,22.070776,-55.13929,-18.208073,-26.85419,-11.459566,-20.804123,2.0148516,-26.60794,-13.8327675,-12.299055,-26.589453,0.97886276,-10.235638,-4.3727098,3.4001458,-2.462265,-7.7369614
agreement,1198.007897867278,1114.730686549136,2710.9375,0.22021484375,0.035294063,-254.36781,56.49804,21.201313,10.528631,-9.697048,-24.581812,-30.01976,-10.8188095,-8.539049,-2.4629283,-6.0542393,-9.423639,-7.2598248,-20.637875,1.7387333,4.518118,2.6373837,2.0503235,2.9249213,4.2663355
agreement,1766.141967589604,1147.8506282647502,3125.0,0.2353515625,0.006975333,-279.87427,13.858377,-1.603481,-6.1468563,-10.986339,-12.072809,-17.451542,2.3998437,7.6945257,11.637363,6.1470613,-0.6373021,-3.3667364,-15.4987955,5.440489,2.3087385,4.338099,1.1986818,2.2378447,5.168127
agreement,1724.9911750186868,1137.1639300253455,3027.34375,0.25390625,0.0036232525,-359.6221,21.569626,0.9412416,-8.472892,-17.79475,0.20095828,-9.063034,2.5302186,6.564652,8.952726,1.7153599,-2.1487265,-4.890593,-15.19565,5.5775514,0.65785897,2.2784576,1.7125523,1.1383553,2.912621
agreement,1277.1582349110133,1073.0851843554399,2656.25,0.21923828125,0.0014319633,-491.09454,57.570763,5.6746273,0.102945775,-16.015663,-1.9257395,-2.3996732,3.0197182,5.3482475,9.289582,3.521035,-1.4423127,-5.0588474,-12.322405,11.827204,6.73503,-1.3552105,3.6595273,-3.4803243,-1.7788718
agreement,1278.6704326284876,1181.2030476516748,2871.09375,0.12939453125,0.00051972497,-580.8677,17.469925,14.445099,10.721439,7.509577,5.4969616,4.6416864,4.3682876,3.980229,3.057282,1.6671593,0.3026995,-0.4350821,-0.24273872,0.6505995,1.5972959,1.9295576,1.3644336,0.14406541,-1.1497519
agreement,1317.8245634324294,1224.2555904703659,2937.5,0.09033203125,0.00019971338,-589.5429,6.311167,6.1418185,5.8689137,5.505807,5.069926,4.5815754,4.062679,3.5353737,3.0207276,2.5375166,2.1013465,1.7239529,1.4128983,1.171531,0.9992815,0.8921376,0.84338933,0.84431475,0.885054
labor,1022.8873272365315,1018.5352765902846,2207.03125,0.07470703125,0.005096748,-334.06738,59.488922,-2.7622726,39.422348,23.144392,4.4783177,-8.358006,15.386082,3.3094168,5.2640705,9.063404,11.624939,1.253002,-1.4303651,2.9531817,7.911235,3.869485,6.554076,0.13315594,-6.0375004
labor,1123.1556638693264,1031.7104823997847,2378.90625,0.12890625,0.0049209893,-332.43344,55.302155,-3.9963741,38.365738,24.584913,2.5016932,-13.128151,13.618456,4.438377,3.4427676,7.161709,13.119921,3.5385175,-2.373949,6.721159,9.944903,1.8354679,2.851869,-4.4226446,-2.904286
labor,1166.9371791337894,1006.6122418526286,2312.5,0.169921875,0.004881375,-329.60538,56.84617,-5.709254,41.67476,23.03936,-4.145963,-14.792732,12.232918,9.003561,4.058008,3.0816984,8.440374,0.2266382,-0.8197328,3.0112927,7.0510817,0.22886741,1.911267,-6.306859,1.8802357
labor,1142.5684210289155,996.7061607970898,2242.1875,0.17822265625,0.004857306,-334.4581,60.2295,-4.641678,39.42707,21.553192,-7.9880347,-12.768819,12.972055,11.891951,3.7404475,-0.9435233,7.75139,-1.4111352,-3.8954344,-4.737477,11.144663,2.5301561,2.4593835,-2.2799706,2.8377175
labor,1094.7532563831785,991.7826401646345,2226.5625,0.16064453125,0.01615442,-325.71417,63.491364,-2.347473,41.104782,16.82167,-6.87454,-13.558456,10.916855,5.8924923,1.2600311,-2.969906,5.007552,-2.7253778,-7.179099,-2.3673496,9.824416,-0.9952509,1.2154353,-1.1911978,-0.31150246
labor,811.4492194957209,912.3749218536519,1867.1875,0.12060546875,0.029752795,-261.92282,77.74178,21.029589,62.256706,-6.7983823,-9.536877,-17.943954,-3.7999988,-11.461931,-5.636119,-9.574291,-10.043858,7.7851796,-15.425096,1.928335,3.5527143,-7.4425488,-4.3638697,-2.0635219,-4.3890305
labor,922.0298458390408,973.1462034708718,2109.375,0.10205078125,0.04295775,-228.17473,64.91762,26.54834,73.45676,-23.106953,-7.049262,-16.733677,-3.9964247,-15.863324,-6.6696424,-6.0667124,-18.493847,18.734138,-20.463436,6.472783,-1.5337825,-3.784455,-11.993378,-1.2950621,-5.0219736
labor,922.9471210986197,923.8626651145231,1921.875,0.1064453125,0.06682476,-179.37659,67.65195,22.370987,53.30425,-49.121483,-34.501198,-11.975895,6.2032557,-12.592071,8.6430435,3.131825,-17.133118,17.97901,-13.597591,3.8478098,-6.7629986,-0.90660334,-12.005154,-1.8893418,-2.1659994
labor,1132.9384985244378,932.0399854168204,2179.6875,0.123046875,0.08165717,-99.51499,48.834038,11.023738,41.11096,-71.20108,-30.336641,-7.488332,-0.2337004,-4.9001493,13.050465,-2.4724422,-15.453297,8.731328,-15.520331,1.7106297,-13.419168,5.1546335,-3.3625274,-3.8904822,-8.443946
labor,1321.3882134730034,983.7973615251933,2460.9375,0.13134765625,0.083818875,-88.19447,26.489109,17.388119,35.661804,-74.59131,-15.713009,-9.063282,-1.2843393,5.3756948,9.679153,-1.7144986,-14.354553,2.8682592,-11.132846,-2.2216287,-8.821058,2.947009,1.1960249,-3.9789119,-11.024858
labor,1316.6578657793373,1100.3974289822813,2535.15625,0.12744140625,0.07870822,-152.65709,21.843857,57.863617,41.009018,-56.18373,1.0734371,-22.636219,-5.499366,5.358553,-8.918638,-10.062401,-15.070832,-5.5963755,-6.6014013,-4.2486353,-0.80483794,-0.2040875,4.6475406,2.9347596,-4.7063456
labor,986.1844935046271,1079.313934334223,2468.75,0.1015625,0.06451924,-216.66618,52.03977,71.95108,46.45726,-26.95273,8.211818,-34.889,1.2985528,3.6388636,-27.16177,-15.114563,-16.228752,-6.4223804,-6.6977873,-7.0279236,6.428177,-2.6408446,6.0672736,7.412339,-3.7944157
labor,699.5979595502941,750.9056481961309,1441.40625,0.087890625,0.04800717,-217.22464,107.64868,16.484756,45.651432,-21.782482,-23.3141,-39.5355,11.039656,3.0139375,-14.410641,5.669134,-7.1236143,-9.112179,-4.258076,-7.837044,2.6097674,-12.059285,-1.0122086,-7.731667,2.2777543
labor,730.3853317142756,718.234687636175,1449.21875,0.09130859375,0.04023714,-179.41595,111.86688,-3.2635167,35.098755,-29.395836,-30.547682,-30.766956,15.510866,0.84704125,-11.799538,18.908648,-10.504738,-3.8504987,-7.6157064,-6.366748,3.8963306,-10.458488,5.071476,-15.168289,4.008084
labor,733.5790032241647,740.093770759661,1457.03125,0.09423828125,0.039948456,-195.22194,107.5955,-4.4622183,27.839193,-26.509766,-26.342257,-28.21555,20.37849,3.3085437,-11.971041,18.451593,-7.8314056,-0.5250601,-7.8982277,-9.856027,5.641048,-9.317103,3.7058647,-18.228626,0.4585666
labor,659.9085342244244,722.4898434131396,1316.40625,0.10107421875,0.032217544,-244.72649,116.82482,8.71847,32.752445,-9.444871,-16.629852,-33.691418,16.17895,6.473425,-10.3757515,5.8460894,-2.2946205,1.6942832,-4.9144697,-9.137747,10.014256,-12.873268,-5.092721,-15.080681,-0.8063033
labor,629.3327974908341,734.2572322155047,1312.5,0.1083984375,0.021459993,-272.38922,120.39286,18.319492,37.946594,-0.012644805,-15.872683,-31.940722,11.521,4.68021,-5.1322584,-1.5320734,-0.803531,0.17681526,-4.9396076,-6.423071,6.6823587,-16.413706,-7.11063,-5.6834736,4.108589
labor,741.9176017049689,844.9047860815114,1503.90625,0.12548828125,0.012853125,-294.25204,102.56709,12.583908,34.568733,10.347807,-9.184189,-24.252726,12.051031,8.398499,1.5340817,-2.1833453,-0.5102478,-2.0193632,-7.816478,-5.927656,1.4139339,-12.614391,-7.2591667,-0.20784199,7.2862253
labor,975.8922807386199,970.5594312569908,2035.15625,0.14697265625,0.0076676174,-316.9158,75.23043,-0.86635876,35.816586,22.718449,1.2182932,-13.813372,10.682219,8.777113,-0.7533562,-3.0673761,3.285067,0.50879216,-3.171167,-3.5982635,3.8925626,-5.14153,-0.47903848,2.7923102,5.71482
labor,1099.505692102227,988.1976495033575,2203.125,0.15625,0.0055091646,-326.4427,64.68093,-10.47905,35.125336,23.924675,5.3110275,-11.107283,6.885523,7.6918716,0.52442104,-0.2583079,9.92453,2.2463937,-0.5747513,-3.371815,5.7067623,-0.24688828,5.108721,0.7689493,2.5826826
labor,1120.2608684324389,1003.2983487382057,2261.71875,0.1640625,0.0050411397,-331.84644,60.46393,-8.944134,37.98895,26.267914,6.6359286,-10.054125,5.5072184,5.885745,-1.8842984,1.0974491,10.593595,1.7185032,0.5059888,-6.6433372,7.5177784,-1.5425684,1.6056904,-0.23910671,2.965848
labor,1125.0446757911839,997.9378181613386,2253.90625,0.1337890625,0.005187934,-331.16525,59.021233,-9.548318,39.912704,25.504799,7.945819,-7.39781,8.7415,7.475392,-5.4804263,0.48484,9.437689,-0.5642437,2.5589483,-4.836964,8.380301,-7.249152,-3.7283769,-2.1759932,2.759284
labor,1060.6607238626148,996.3579018974245,2203.125,0.0908203125,0.0052105743,-333.96207,58.845245,-8.498883,39.71032,24.878853,9.783803,-1.1667415,15.949552,7.9723206,-3.3574991,2.9679232,9.572452,-1.5824001,4.027256,-4.394667,10.622673,-1.904842,-8.57748,-3.3364902,3.2680602
international,342.5996796886905,755.7329613196314,609.375,0.02783203125,0.0028755583,-601.79474,82.23808,40.908096,29.68069,13.286499,20.09932,20.713017,9.361246,14.242159,12.751215,7.589121,16.014814,7.239025,3.2621453,8.90695,1.962822,4.2874174,6.5430765,-2.4371545,3.7540703
international,329.3770999205981,747.8624619711193,554.6875,0.04150390625,0.002810862,-624.7205,65.10252,44.69355,37.24752,9.331923,22.496077,26.017532,4.76923,20.250778,14.87085,3.9695792,22.2686,6.6993675,1.4475793,16.896305,-0.77121955,3.9178367,12.720411,-6.0271964,5.6254525
international,320.0726426413887,769.9531781551507,199.21875,0.04541015625,0.0024648127,-664.7336,16.326202,23.176247,34.970528,13.474524,25.38395,30.96405,8.204121,29.416862,20.883183,8.54011,27.358185,13.838783,7.2785006,26.340397,4.4577723,10.922272,19.812244,0.89883864,11.678619
international,323.0414217395095,808.7003964055693,70.3125,0.03369140625,0.0019996462,-669.456,14.248118,21.479557,27.262432,14.97015,20.925331,27.36847,9.311154,26.637878,18.461987,12.248644,23.309988,16.065447,9.163082,24.991577,6.9717445,13.659149,17.887566,5.783569,11.524714
international,348.05629289784787,903.0979248990773,82.03125,0.03759765625,0.0016094042,-675.554,13.358763,18.713804,19.227655,15.572041,16.272291,21.021013,10.676952,20.57251,14.508604,13.590513,16.615192,14.770275,9.757341,18.661404,8.055164,13.091898,12.834499,8.58415,9.715528
international,931.9166592975754,1110.7721799380547,2628.90625,0.05126953125,0.024488924,-515.3834,75.724655,89.953735,-17.176422,-30.732502,17.505993,-18.967926,8.038839,-18.287857,-12.009165,2.750682,17.571144,-2.1375117,-1.5254712,-21.648458,2.6235614,19.260044,32.782707,45.22656,6.8250256
international,878.7480096809632,1035.4731181176542,2480.46875,0.056640625,0.0355221,-327.56104,82.14981,104.63081,-47.042328,-38.242672,38.750717,-38.538086,-12.53491,-8.854332,-19.394802,-9.099655,36.243492,-12.495571,-25.658659,-22.101875,6.46733,-4.4139786,23.50935,69.42174,36.371
international,824.1867073336131,1064.3730564060452,2332.03125,0.14892578125,0.038613997,-238.67844,68.38641,78.90114,-11.518336,-10.727976,4.552216,-15.474006,0.102645904,-17.198969,-20.161674,12.586569,20.293362,-14.353323,-11.053464,-23.56789,-11.159714,6.0375857,21.768604,58.52311,45.805367
international,1588.718372258576,1464.6573850631582,3582.03125,0.17431640625,0.044610046,-196.63316,16.87475,69.20459,0.5416364,2.9528818,-1.0550259,-3.3389559,-0.9733311,-5.5843477,-12.7766,13.194369,12.557117,-4.9947705,-10.9965,-5.712,-13.309582,8.051667,14.11249,33.728615,41.364143
international,1797.0425442389608,1420.007845375098,3570.3125,0.16845703125,0.051907178,-178.21385,12.101189,66.46376,-10.676722,-11.74004,6.9396963,-0.8385181,-3.4525964,-8.72691,-10.280439,10.168173,13.458689,5.675991,-9.414022,5.178334,-4.193927,7.907163,13.011117,22.106636,40.315388
international,1141.749796661152,1119.8419001927166,2703.125,0.212890625,0.052904636,-165.13434,46.078735,24.201736,-10.716791,-22.192368,5.743346,-4.7754745,-11.141447,-11.066799,2.0996013,-5.934821,1.7024763,12.762871,-13.995353,-3.3609905,-3.6696112,1.2998482,10.711996,7.4364786,29.529446
international,1047.2697890276786,862.0247783506662,1984.375,0.16357421875,0.06282092,-142.68195,45.205235,-38.4071,5.8264847,-32.10538,-9.594383,-12.224069,-8.418807,-24.468243,7.650188,-21.525509,6.7947426,1.6165735,-15.584551,-13.613157,-9.154189,-0.005402088,-0.10455082,-5.0009985,13.306514
international,1208.4065214925063,840.9375442906355,1996.09375,0.2275390625,0.06319897,-116.1526,24.057178,-60.86,10.790426,-12.466558,-6.9744987,-10.007391,-1.2574539,-22.175663,2.290053,-14.815128,-0.7716478,11.552064,-11.406513,-14.842618,-4.6061487,-1.0062081,-5.0062613,-10.422586,12.424596
international,1536.8511115908027,1147.3120602314807,3136.71875,0.4072265625,0.054293916,-98.34695,0.034168035,-21.26663,-4.342113,13.757711,-8.598667,-1.5450525,-4.0471363,-15.437164,8.436494,-6.1768622,-0.6095005,10.438729,-4.155341,-10.951977,0.15384746,-3.370348,-5.168459,-2.5680761,22.144533
international,2295.411783312481,1318.5109402822989,3578.125,0.4755859375,0.04860623,-159.32816,-31.721167,29.481823,-11.647791,24.883186,-2.975656,1.1962347,-4.576982,-9.704058,14.37252,-3.7637722,0.8453686,6.359069,-1.9489322,-5.7107067,1.1297495,-10.177263,-3.5373793,3.851545,27.359657
