filename,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,rmse
../train2/ordinary_en.wav,2099.286354617504,791.5206841218147,3015.625,0.23046875,8.2561705e-08
../train2/ordinary_en.wav,1997.7900741449466,891.7116091827558,3039.0625,0.33203125,9.080891e-08
../train2/ordinary_en.wav,1741.1279817659724,1047.1216847868016,3039.0625,0.4169921875,1.0531089e-07
../train2/ordinary_en.wav,1705.6072150039752,1069.583857864868,3082.03125,0.38037109375,4.9623615e-08
../train2/ordinary_en.wav,1733.3222314827415,1065.7178729883465,3160.15625,0.3525390625,2.627575e-07
../train2/ordinary_en.wav,613.5109932918629,588.7434422798223,691.40625,0.283203125,0.0021099641
../train2/ordinary_en.wav,565.1589885665927,515.2258473704654,671.875,0.22607421875,0.010030368
../train2/ordinary_en.wav,722.3577836074332,678.6530623981935,1156.25,0.16650390625,0.012648964
../train2/ordinary_en.wav,800.2553452146559,727.8750022901421,1390.625,0.13916015625,0.012964303
../train2/ordinary_en.wav,913.5002035787669,866.4635512250039,1628.90625,0.1455078125,0.011357224
../train2/ordinary_en.wav,1169.4273985325226,1090.7104235245108,2507.8125,0.1484375,0.0037133896
../train2/ordinary_en.wav,1107.8510063962717,1051.5734976437868,2375.0,0.15869140625,0.0012937427
../train2/ordinary_en.wav,1078.8213991147625,914.7243271529035,2242.1875,0.1669921875,0.0011272649
../train2/ordinary_en.wav,1080.010627850779,756.3599233222978,1820.3125,0.21728515625,0.00067155535
../train2/ordinary_en.wav,1223.3129306345177,787.6053577008948,1945.3125,0.2880859375,0.0003975339
../train2/ordinary_en.wav,1406.8263056055544,903.0449985136521,2277.34375,0.28369140625,0.00019866173
../train2/ordinary_en.wav,1603.7373166287798,960.9824057746364,2464.84375,0.23193359375,4.957522e-05
../train2/high_us_F.wav,1598.936583718402,906.5061641352639,2828.125,0.15576171875,0.0014194549
../train2/high_us_F.wav,1201.5663229579047,758.135056768654,1757.8125,0.21533203125,0.007731416
../train2/high_us_F.wav,1202.105424677416,681.9652614830264,1648.4375,0.271484375,0.015185388
../train2/high_us_F.wav,1233.1878298553315,681.2335821451029,1730.46875,0.23388671875,0.017860442
../train2/high_us_F.wav,1220.7127725204928,698.2974533998628,1816.40625,0.19580078125,0.01698955
../train2/high_us_F.wav,1149.1497722081335,758.771779462695,1945.3125,0.1552734375,0.010737944
../train2/high_us_F.wav,1149.8071957443453,955.2935163893904,2476.5625,0.14794921875,0.003284221
../train2/high_us_F.wav,1210.3841511256226,1101.8152667642635,2699.21875,0.14404296875,0.0005985269
../train2/high_us_F.wav,1153.2973080060522,1108.467710877342,2597.65625,0.15966796875,6.0614875e-05
../train2/high_us_F.wav,1196.36793738347,1144.521416279866,2742.1875,0.2060546875,2.5612087e-07
../train2/high_us_F.wav,1310.630837306756,1195.0203883370275,2863.28125,0.296875,4.048406e-09
../train2/high_us_F.wav,1397.1102580125075,1187.9692082142442,2941.40625,0.32373046875,6.718325e-10
../train2/high_us_F.wav,1370.3521043200874,1184.5832164076578,2929.6875,0.2763671875,1.2493594e-10
../train2/ordinary_en(5).wav,645.3202770037101,597.0699970000892,859.375,0.10693359375,0.0010760042
../train2/ordinary_en(5).wav,794.6299709960055,608.7033011860622,1156.25,0.15283203125,0.0025449693
../train2/ordinary_en(5).wav,909.4341097717652,609.193443809835,1386.71875,0.181640625,0.0025899315
../train2/ordinary_en(5).wav,964.6524840078926,626.4789835245366,1507.8125,0.13623046875,0.0025836418
../train2/ordinary_en(5).wav,814.0454397443741,656.3716749676335,1492.1875,0.115234375,0.0016911253
../train2/ordinary_en(5).wav,819.0567290244569,857.4168663730069,1765.625,0.1162109375,0.00041036846
../train2/ordinary_en(5).wav,1363.6397487913257,1074.61929135641,2718.75,0.1552734375,0.0005225256
../train2/ordinary_en(5).wav,1445.3585903847468,1039.564497011056,2656.25,0.19775390625,0.00053569744
../train2/ordinary_en(5).wav,1336.0424803104327,919.6201364947221,2300.78125,0.2548828125,0.0005837796
../train2/ordinary_en(5).wav,1188.7270795677205,756.5981817556664,1867.1875,0.25830078125,0.00046784407
../train2/ordinary_en(5).wav,1374.089380018882,895.1196954845586,2320.3125,0.263671875,0.0003319308
../train2/ordinary_en(5).wav,1658.6795156299538,1102.9418578636626,2906.25,0.30810546875,0.00021739466
../train2/ordinary_en(5).wav,1778.9294143766222,1201.4688189627748,3070.3125,0.24658203125,9.469014e-05
../train2/ordinary_en(5).wav,1747.1240053804902,1252.2850793266387,3085.9375,0.1962890625,2.2417154e-05
../train2/high_uk_F.wav,1357.755378559324,860.7536002410553,2164.0625,0.12939453125,9.918054e-05
../train2/high_uk_F.wav,1389.6368253579956,881.2579549363468,2214.84375,0.1796875,0.0049522812
../train2/high_uk_F.wav,944.1053841528678,706.773514077989,1558.59375,0.2109375,0.013143408
../train2/high_uk_F.wav,857.2952042420005,630.4447370881616,1406.25,0.1826171875,0.020011462
../train2/high_uk_F.wav,844.1354095712406,645.2111577192111,1425.78125,0.12353515625,0.02650863
../train2/high_uk_F.wav,905.1662620081288,721.1492229485086,1625.0,0.08203125,0.025593013
../train2/high_uk_F.wav,872.8592517597151,832.1153219355632,1824.21875,0.0595703125,0.018557824
../train2/high_uk_F.wav,552.3650642178635,754.3792843039656,699.21875,0.048828125,0.011706409
../train2/high_uk_F.wav,470.88577968254987,766.2291494309252,554.6875,0.0419921875,0.0051149945
../train2/high_uk_F.wav,611.4563474000165,925.0557930113665,1109.375,0.09521484375,0.0011775166
../train2/high_uk_F.wav,746.5465232984399,974.1127339242108,1949.21875,0.08642578125,2.157746e-05
../train2/high_uk_F.wav,898.3101386244465,1058.6352621012368,2253.90625,0.07568359375,1.9720434e-07
../train2/high_uk_F.wav,899.1146677882797,1080.3792013083082,2382.8125,0.06201171875,6.8051396e-09
../train2/circle_en.wav,2313.055165724326,1096.7598661033828,3652.34375,0.30859375,7.7459026e-07
../train2/circle_en.wav,2346.2199915748165,997.6090521992487,3558.59375,0.42919921875,9.266076e-06
../train2/circle_en.wav,1302.4277080702698,1145.5763301377547,2839.84375,0.4677734375,0.002139644
../train2/circle_en.wav,908.5669952467474,862.0741561478188,2105.46875,0.33984375,0.0030122676
../train2/circle_en.wav,844.1730501703717,796.7920285622101,1828.125,0.244140625,0.0030460707
../train2/circle_en.wav,854.7821815121945,839.6367441255956,1757.8125,0.2158203125,0.0030503368
../train2/circle_en.wav,1325.1670407525926,1117.4901912534447,2925.78125,0.19970703125,0.0009758018
../train2/circle_en.wav,966.7168319572386,1043.216045506745,2468.75,0.21240234375,0.000113379494
../train2/circle_en.wav,683.6716272754143,809.0118379575295,816.40625,0.1884765625,7.903966e-05
../train2/circle_en.wav,837.9666298610173,975.6922782208887,1937.5,0.0966796875,6.62819e-05
../train2/international_en(1).wav,1378.050753525596,1169.1436720704883,2949.21875,0.13623046875,0.002237842
../train2/international_en(1).wav,1308.840486312821,1123.8731904047952,2863.28125,0.1845703125,0.0033807643
../train2/international_en(1).wav,1295.0516590333036,1049.8713847178308,2570.3125,0.2294921875,0.00440872
../train2/international_en(1).wav,1256.4059077353327,925.1404323911134,2277.34375,0.1484375,0.0045532854
../train2/international_en(1).wav,1028.51164336853,839.7209761879828,2132.8125,0.16259765625,0.003478916
../train2/international_en(1).wav,1007.0338052703231,841.796657504304,2148.4375,0.15576171875,0.0030076636
../train2/international_en(1).wav,1117.5886450036173,867.8039849852709,2179.6875,0.1689453125,0.0023520708
../train2/international_en(1).wav,1314.2595260621056,1026.3310807435487,2765.625,0.34033203125,0.0023516272
../train2/international_en(1).wav,2107.3374850802275,1293.0497700220449,3523.4375,0.44775390625,0.0016796442
../train2/international_en(1).wav,2626.952049752386,1149.867378591093,3542.96875,0.44189453125,0.0011007183
../train2/international_en(1).wav,1872.1217391168311,1325.5048438101073,3464.84375,0.40673828125,0.0008587744
../train2/international_en(1).wav,1086.5606655851143,931.8387555525874,2156.25,0.2333984375,0.0005193412
../train2/international_en(1).wav,804.4654597356423,656.810030072546,1222.65625,0.10693359375,0.00030135072
../train2/international_en(1).wav,609.7526275765418,473.9766079118637,972.65625,0.09765625,0.00020861595
../train2/international_en(1).wav,559.1336828147172,517.7800957003145,867.1875,0.07470703125,7.819708e-05
../train2/book_1.wav,788.2832624015488,846.8591695234674,1703.125,0.0595703125,4.3582118e-06
../train2/book_1.wav,768.7965508506688,834.5935966023414,1628.90625,0.07568359375,9.394401e-06
../train2/book_1.wav,727.1462959625155,830.0641211522925,1585.9375,0.08251953125,1.5310123e-05
../train2/book_1.wav,718.3815251345172,830.3024407730319,1601.5625,0.0537109375,1.984201e-05
../train2/book_1.wav,729.9488808905907,836.0150436681648,1625.0,0.04833984375,2.0578002e-05
../train2/book_1.wav,766.4104610471031,827.4941716036919,1652.34375,0.04443359375,1.964971e-05
../train2/book_1.wav,770.4709256003639,836.9822217291846,1707.03125,0.05517578125,1.902787e-05
../train2/book_1.wav,787.1918901797726,851.8863793971647,1730.46875,0.06640625,0.0001187123
../train2/book_1.wav,718.5295071236939,670.3582945580836,1230.46875,0.08837890625,0.013280758
../train2/book_1.wav,681.9730282301439,601.1225639531674,1167.96875,0.1142578125,0.020781616
../train2/book_1.wav,714.243852855496,599.1588764940985,1164.0625,0.126953125,0.020826556
../train2/book_1.wav,770.9017941340828,630.8541992850674,1187.5,0.14697265625,0.020754239
../train2/book_1.wav,989.1702741339224,789.5521503465878,1976.5625,0.193359375,0.007631891
../train2/book_1.wav,1428.6403700031606,845.700527106295,2199.21875,0.19677734375,0.000162387
../train2/book_1.wav,1247.5898416584319,939.9041652189549,2179.6875,0.17236328125,0.00038330577
../train2/book_1.wav,571.2247522204302,804.6997664525734,1792.96875,0.1416015625,0.00037434947
../train2/book_1.wav,375.434234559404,613.9053613216937,640.625,0.07958984375,0.00033704547
../train2/book_1.wav,835.7546704666727,879.1104083661766,1757.8125,0.08203125,0.00030462575
../train2/book_1.wav,1110.382092467949,1039.946277436895,2531.25,0.125,3.5039076e-05
../train2/book_1.wav,1160.1336340900261,1131.9538364811667,2921.875,0.15380859375,1.3254465e-05
../train2/book_1.wav,1184.417695324957,1095.941933748003,2777.34375,0.17431640625,1.7445496e-05
../train2/book_1.wav,1212.1654133522961,1154.496837051676,2851.5625,0.2275390625,1.789387e-05
../train2/book_1.wav,1368.2479279798401,1260.3076655546965,3074.21875,0.19873046875,1.6585895e-05
../train2/book_1.wav,1586.0239368753669,1266.1668559553884,3089.84375,0.15771484375,1.4895547e-05
../train2/brick_en.wav,416.1802849776352,775.0751167961486,1050.78125,0.0712890625,9.401581e-07
../train2/brick_en.wav,357.4322516285084,677.3912420659486,1167.96875,0.13037109375,9.459338e-07
../train2/brick_en.wav,410.4710369786475,703.0116951012332,1226.5625,0.20703125,9.4595185e-07
../train2/brick_en.wav,1326.0342853568463,1170.3246840713134,2972.65625,0.1806640625,0.00040330467
../train2/brick_en.wav,896.7728959043068,861.7289372202833,1796.875,0.2060546875,0.003041278
../train2/brick_en.wav,1066.3402627887283,835.9346683257766,1976.5625,0.18896484375,0.0049463925
../train2/brick_en.wav,1263.3890297356675,923.2100571034171,2222.65625,0.13232421875,0.0053850515
../train2/brick_en.wav,1355.954332531297,1029.9279273740863,2515.625,0.126953125,0.004985512
../train2/brick_en.wav,1259.1570807634353,1127.4421462209366,2726.5625,0.10400390625,0.0023519793
