filename,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,rmse
../train2/ordinary_en.wav,1.0,-0.0397836946462633,0.8838304552590266,-0.34270650263620384,-0.9999949336051941
../train2/ordinary_en.wav,0.8676820677101602,0.3084130397667264,0.902668759811617,0.3884007029876977,-0.999993622303009
../train2/ordinary_en.wav,0.5330786989694496,0.8485146586238257,0.902668759811617,1.0,-0.9999914169311523
../train2/ordinary_en.wav,0.4867712442586538,0.9265781689551738,0.9372056514913658,0.7363796133567662,-1.0
../train2/ordinary_en.wav,0.5229025552463578,0.9131425877538224,1.0,0.5360281195079086,-0.999967098236084
../train2/ordinary_en.wav,-0.9369648103602559,-0.744501945123625,-0.9843014128728415,0.03690685413005279,-0.6745027303695679
../train2/ordinary_en.wav,-1.0,-1.0,-1.0,-0.3743409490333919,0.5473809242248535
../train2/ordinary_en.wav,-0.7950642188914271,-0.43203615944006835,-0.6106750392464678,-0.8031634446397188,0.951352596282959
../train2/ordinary_en.wav,-0.6935112926728649,-0.2609735734680928,-0.42229199372056514,-1.0,1.0
../train2/ordinary_en.wav,-0.5458770598573441,0.2206676543856474,-0.23076923076923073,-0.9543057996485061,0.7520753145217896
../train2/ordinary_en.wav,-0.21223175684374473,1.0,0.47566718995290413,-0.9332161687170475,-0.4271417260169983
../train2/ordinary_en.wav,-0.29250721962329007,0.8639861865898284,0.36891679748822614,-0.859402460456942,-0.8004214763641357
../train2/ordinary_en.wav,-0.3303523267818125,0.38838987641434386,0.26216640502354793,-0.7996485061511424,-0.8261041045188904
../train2/ordinary_en.wav,-0.3288019617178246,-0.16197901405689186,-0.07692307692307687,-0.43760984182776796,-0.8964065909385681
../train2/ordinary_en.wav,-0.14198265850361802,-0.05339075409896299,0.023547880690737877,0.07205623901581726,-0.9386799335479736
../train2/ordinary_en.wav,0.09725872266466062,0.3478003311052267,0.2904238618524333,0.040421792618629215,-0.9693600535392761
../train2/ordinary_en.wav,0.3539662365004981,0.5491520602798956,0.4411302982731553,-0.33216168717047456,-0.9923596382141113
../train2/high_us_F.wav,1.0,-0.12308926864108438,0.8247734138972809,-0.8695652173913043,-0.8410504460334778
../train2/high_us_F.wav,-0.7669271334400851,-0.7006483089998828,-0.8308157099697885,-0.2065217391304348,-0.13424140214920044
../train2/high_us_F.wav,-0.7645299901459046,-0.9971518173331597,-1.0,0.4184782608695652,0.7004492282867432
../train2/high_us_F.wav,-0.6263204900783115,-1.0,-0.8731117824773413,0.0,1.0
../train2/high_us_F.wav,-0.6817914688424542,-0.9335760628762207,-0.7401812688821752,-0.42391304347826086,0.9024779796600342
../train2/high_us_F.wav,-1.0,-0.6981697607523702,-0.540785498489426,-0.875,0.20242762565612793
